State,CMS Certification Number (CCN),Provider Name,Address,City,Zip,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients’ care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients’ risk of falling,How often the home health team checked patients for depression,How often the home health team determined whether patients received a flu shot for the currnet flu season,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot),"With diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care",How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients’ breathing improved,How often patients’ wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted","How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital","How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being readmitted to the hospital",HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family"
WI,527083,HORIZON HOME CARE AND HOSPICE,11400 W LAKE PARK DRIVE,MILWAUKEE,53224,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,91.7,97.8,99.6,99.2,81.9,73.1,98.1,69.3,71.9,69,75.3,75.8,86.7,57.5,17.9,13.4,Worse Than Expected,Worse Than Expected,3,4,88,4,86,2,77,3,81,72
WI,527085,CALUMET COUNTY HEALTH DEPT HHC AGENCY,206 COURT ST COURTHOUSE,CHILTON,53014,Government - State/ County,Yes,Yes,Yes,Yes,Yes,Yes,3,92.7,97,98.6,99.6,66.9,84.3,100,69.4,63.3,67.6,65.3,76,97.6,50.2,15.4,11.2,Not Available,Not Available,4,5,90,4,86,3,84,3,86,86
WI,527089,BELLIN HOME HEALTH AGENCY,1920 LIBAL STREET,GREEN BAY,54301,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,2.5,94.5,96.5,100,99.8,74.3,91,98.3,57,58.2,54.5,60.1,68.8,87.6,47.4,17.6,17.1,Same As Expected,Same As Expected,4,4,89,5,88,4,87,4,88,81
WI,527091,CROSSING RIVERS HEALTH HOME HEALTH,37868 US HWY 18,PRAIRIE DU CHIEN,53821,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,2.5,91.3,92,100,96,71.1,88.4,92.7,54.1,43,59.7,63.1,74,85.2,47.8,17.4,17.1,Not Available,Not Available,5,5,92,5,90,5,92,5,88,77
WI,527094,ALMOST FAMILY,2020 WEST 9TH ST,OSHKOSH,54904,Proprietary,Yes,Yes,Yes,Yes,No,Yes,2,92,97.5,99.2,99,63.8,87.9,99.2,48.9,47.1,44.4,62.4,55,,28,18.6,12.3,Not Available,Not Available,2,2,78,3,79,3,83,1,74,64
WI,527098,KINDRED AT HOME,6233 BANKERS ROAD  SUITE 1,RACINE,53403,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,98.5,98.6,99.9,95.4,86.6,88.7,97.2,72.3,74.4,80.1,76.9,83.6,89.4,66,17.5,15.2,Same As Expected,Same As Expected,4,4,89,5,89,4,89,3,85,82
WI,527113,ST AGNES HSPTL HOME CARE SVC,239 TROWBRIDGE DRIVE,FOND DU LAC,54936,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96.1,98.8,99.6,99.5,68.3,84.1,99.4,75.4,72.2,76.2,76.7,79.5,89.9,64.2,20.9,15.1,Same As Expected,Worse Than Expected,4,4,89,4,88,3,85,3,81,77
WI,527121,METRO HOME HEALTH SERVICE,6014 W CONGRESS ST,MILWAUKEE,53218,Proprietary,Yes,Yes,Yes,Yes,No,Yes,,80,82.4,72.4,80.6,,30.4,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,79,Not Available,78,Not Available,76,Not Available,7,100
WI,527122,RECOVER HEALTH,801 W FULTON ST,WAUPACA,54981,Proprietary,Yes,Yes,Yes,Yes,No,Yes,3,93.4,93.9,100,91.4,64.8,79.7,88.9,61.3,65.5,72.6,64.7,61.5,84.4,59.7,11.5,11.3,Same As Expected,Same As Expected,3,3,86,4,85,2,81,3,82,77
WI,527125,COMMUNITY HEALTH RESOURCES,1133 S FOURTH AVE,PARK FALLS,54552,Proprietary,Yes,Yes,No,No,No,Yes,,93.3,100,100,90,,64.3,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,87,Not Available,84,Not Available,90,Not Available,90,76
WI,527132,ST VINCENT HSPTL HOME HEALTH,900 SOUTH WEBSTER AVE,GREEN BAY,54301,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,3,93.3,98.5,99.9,98.7,78.1,90.7,97.5,65.5,63.1,67,63.7,71.3,79.5,51.4,15.2,14.6,Worse Than Expected,Worse Than Expected,3,4,89,4,88,2,80,3,85,81
WI,527133,HOMECARE ADVANTAGE,1496 BELLEVUE STREET  SUITE 501,GREEN BAY,54311,Non - Profit Private,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527135,RECOVER HEALTH,2500 RIMROCK RD #101,MADISON,53713,Proprietary,Yes,Yes,Yes,Yes,No,Yes,2.5,90.7,78.8,99.7,93.4,77,87,87.1,65,58.9,66.4,53.6,48.1,95.2,54,16.3,14.7,Same As Expected,Worse Than Expected,3,3,84,3,83,2,78,2,77,67
WI,527136,ANEW HOME HLTH CARE,7425 HARWOOD AVE,WAUWATOSA,53213,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527137,ADORAY HOME HEALTH,2231 HIGHWAY 12   SUITE 201,BALDWIN,54002,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3,80,95.4,99.6,97.8,79.4,88.1,96.6,62.9,65.1,65.5,75.3,75.7,82.7,53.5,18.9,18.2,Same As Expected,Worse Than Expected,4,5,90,5,87,3,85,4,88,85
WI,527138,"MAYO CLINIC HEALTH SYSTEM-EAU CLAIRE HOSPITAL, INC",1221 WHIPPLE ST,EAU CLAIRE,54703,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,2.5,91.6,98.8,98.3,92.4,79.8,96.9,100,54.1,56.8,52.7,62,58.9,83.4,43,19.7,11.8,Same As Expected,Same As Expected,5,5,92,5,86,5,92,4,84,82
WI,527139,ST NICHOLAS HSPTL HOME HEALTH AND HOSPICE,3100 SUPERIOR AVENUE,SHEBOYGAN,53081,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,4,99.7,99.9,100,100,85.5,89.1,100,68.2,69,68.9,68.6,73.7,98.4,57.9,14.7,14,Same As Expected,Same As Expected,4,4,86,4,86,4,87,3,81,78
WI,527140,HOME CARE NETWORK,612 WELLS ST  SUITE H,LAKE GENEVA,53147,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,83.2,95.7,100,100,78.6,84.4,97.7,54.5,70.9,63.4,66.8,63.3,100,42.4,17.9,14.9,Same As Expected,Same As Expected,4,5,91,5,88,2,82,4,93,85
WI,527151,MARQUARDT HOME HEALTH,1020 HILL STREET,WATERTOWN,53098,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,2,90,84,99.4,98.8,78.2,50,97.4,45.1,44.3,45.2,44.1,41.1,97.8,34.2,15.3,14.6,Same As Expected,Worse Than Expected,3,3,82,3,79,1,74,3,81,69
WI,527154,HOLY FAMILY MEMORIAL HOME CARE,2300 WESTERN AVENUE,MANITOWOC,54221,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,4.5,96.6,99.5,100,95.6,66.3,90.3,100,77.8,75.1,81.5,79,78.1,83.1,67.8,12.2,14.2,Same As Expected,Same As Expected,5,5,92,5,90,5,93,4,85,85
WI,527156,MAYO CLINIC HS FRANCISCAN HOME CARE,620 11TH ST SOUTH,LA CROSSE,54601,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,2.5,80.3,90.2,99.3,98.3,70.6,88.9,93.8,64.2,70.2,54.9,55.9,64.8,75.3,38.1,19.8,16.6,Worse Than Expected,Same As Expected,4,3,87,5,88,4,87,3,83,86
WI,527157,THE MONROE CLINIC HOME CARE,515 22ND AVE,MONROE,53566,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,2.5,89.7,97.7,99.7,100,75.3,88.7,97.7,63.3,60.2,59.6,59.8,59,92.2,47.8,20.5,15.9,Same As Expected,Worse Than Expected,5,5,90,5,89,4,88,4,91,89
WI,527158,LAKEVIEW MEDICAL CTR HOME CARE,2304 S MAIN ST  SUITE 6,RICE LAKE,54868,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,73.3,99.6,100,97,77.2,85.4,92,65.4,85.3,65.3,70.1,70.1,,47.6,14.7,16.1,Same As Expected,Same As Expected,4,4,89,4,86,4,88,3,86,77
WI,527159,DOOR COUNTY MEMORIAL HOME HEALTH,1300 EGG HARBOR RD  NO 110,STURGEON BAY,54235,Non - Profit Religious,Yes,Yes,Yes,Yes,No,Yes,4.5,98,99.8,100,100,85.7,93.5,100,68.6,70.9,72.6,87.2,77.1,80.7,58,14.7,14.2,Same As Expected,Same As Expected,4,5,92,4,86,3,83,4,88,82
WI,527164,ST CAMILLUS HOME HEALTH AGENCY,10101 W WISCONSIN AVE,WAUWATOSA,53226,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,2.5,99.3,93,100,97.7,97.2,98.7,100,45.1,44.6,53.9,56.8,40.3,,32.8,12.2,13.1,Same As Expected,Same As Expected,2,2,83,2,77,2,75,2,75,75
WI,527165,ST JOSEPHS HOSPITAL HHA,2661 COUNTY HIGHWAY I,CHIPPEWA FALLS,54729,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,3.5,98.1,99.9,100,99.5,87.5,97.5,99.6,52.7,64.2,58.3,58.7,74.3,97.5,42.3,15.9,15.6,Same As Expected,Same As Expected,4,4,91,5,90,4,88,4,86,85
WI,527166,PREFERRED HOME HEALTH CARE,1476 KENWOOD DR,MENASHA,54952,Proprietary,Yes,No,No,No,No,Yes,,100,100,,90,,4.8,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527177,LAABS HOME HEALTH CARE,619 N 35TH ST,MILWAUKEE,53208,Proprietary,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527178,PROHEALTH HOME CARE,"2000 PEWAUKEE RD, STE C",WAUKESHA,53188,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,4,98.5,99.9,100,100,79.9,94.3,100,71.8,71.9,77.4,78.2,76.3,86.8,64.2,17.8,13.1,Same As Expected,Worse Than Expected,4,4,89,5,89,4,87,3,86,79
WI,527180,THE DOVE INC,1416 CUMMING AVE  STE 2B,SUPERIOR,54880,Non - Profit Religious,Yes,Yes,Yes,No,No,Yes,4,97.4,97.4,99.2,100,90.4,96.1,98.1,69.4,65.4,90.9,77,85.5,,55.7,17.1,4.2,Same As Expected,Same As Expected,5,5,90,4,86,5,92,4,87,86
WI,527184,HOME HEALTH UNITED VNS,2802 WALTON COMMONS LANE,MADISON,53718,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,4,96.9,99.3,99.4,99.8,83.7,90.3,99.1,68.7,69.3,74.9,73.3,67.8,93.3,59.6,16.6,13.5,Same As Expected,Worse Than Expected,3,3,85,4,84,2,82,3,80,76
WI,527187,WHEATON FRANCISCAN HOME HEALTH,3070 NORTH 51ST ST  STE 406,MILWAUKEE,53210,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,4,92.3,98.9,95.9,99.6,73,82.9,96.8,71.4,70.3,74.7,80.9,80.3,93.4,63.4,16.6,13.1,Worse Than Expected,Worse Than Expected,4,4,89,5,88,4,88,3,85,76
WI,527189,MINISTRY HOME CARE HOME HEALTH MARSHFIELD,303 W UPHAM ST  SUITE 208,MARSHFIELD,54449,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,83.5,99.8,100,99.6,88.7,92.6,99.8,74.5,71.4,76.5,79.1,79.7,95.3,61.3,21.4,13,Worse Than Expected,Worse Than Expected,4,4,90,4,87,4,87,3,84,80
WI,527191,HILLSIDE HOME CARE,709 S UNIVERSITY AVE,BEAVER DAM,53916,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96.6,98.6,100,100,81.8,91.5,99.5,69.5,70.3,69.3,74.3,72,93.5,60.8,17.9,18.4,Same As Expected,Same As Expected,5,5,90,5,89,5,93,4,89,82
WI,527194,SUPPORTIVE HOME SERVICES,1181 N 4TH AVENUE,PARK FALLS,54552,Proprietary,Yes,Yes,Yes,No,Yes,Yes,3,100,85.2,100,100,93.9,89.4,95.9,47.5,51.5,54.9,65.4,66.2,85.6,46,11.2,16.5,Same As Expected,Worse Than Expected,3,4,87,4,86,2,75,3,79,69
WI,527195,SPOONER HEALTH SYSTEM HOMECARE,801 OAK STREET,SPOONER,54801,Non - Profit Other,Yes,Yes,Yes,Yes,No,Yes,3.5,97.2,100,100,100,83.6,95.1,100,66.9,57.9,75.2,75.1,67.6,,69.1,23.9,26.8,Not Available,Not Available,Not Available,Not Available,93,Not Available,93,Not Available,95,Not Available,92,90
WI,527198,HESS HOME HEALTH,1050 DIVISION ST,MAUSTON,53948,Non - Profit Other,Yes,Yes,Yes,No,Yes,Yes,3.5,97.1,89.1,100,100,88.1,82.8,100,64.3,65.2,67.5,75.1,80.8,,55.9,12,19.9,Same As Expected,Worse Than Expected,Not Available,Not Available,89,Not Available,92,Not Available,85,Not Available,89,89
WI,527201,UNITYPOINT AT HOME,2180 W BELTLINE HWY,MADISON,53713,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,95.3,99.1,99.4,99.2,85.5,95.9,99.6,65,61.5,64.3,60.5,63.8,94,57.3,17.5,11.9,Worse Than Expected,Same As Expected,5,5,92,5,90,4,89,4,89,84
WI,527206,CHN HOME CARE,270 E MARQUETTE ST,BERLIN,54923,Non - Profit Private,Yes,Yes,Yes,Yes,No,Yes,4,100,100,100,100,73,83.4,100,66.6,72.5,69,75.4,69.4,100,58.6,12.6,12.2,Same As Expected,Same As Expected,5,5,95,5,94,5,92,4,91,91
WI,527207,KINDRED AT HOME,10150 W NATIONAL AVE  SUITE 300,WEST ALLIS,53227,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96.8,93.7,99.9,97.9,86.7,92,96,68.5,69.4,70.8,66.9,73.7,85.2,56.2,16.9,12,Same As Expected,Same As Expected,3,4,89,4,88,2,81,3,84,78
WI,527208,FLAMBEAU HOME HEALTH AND HOSPICE,133 N LAKE AVE,PHILLIPS,54555,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3,94.6,100,100,99.3,65.5,95.9,96.8,60.1,67.2,55.6,74.9,64.1,,46.2,25.8,13,Not Available,Not Available,4,5,92,5,90,2,79,5,91,95
WI,527212,HANNAH HOME HEALTH CARE,318 N ROCHESTER ST,MUKWONAGO,53149,Proprietary,Yes,Yes,Yes,Yes,No,Yes,3.5,93.2,98.4,99.5,98.8,96.6,98.8,98.8,53.7,79.9,56.8,64.5,71.7,,53.2,7.9,14.9,Not Available,Not Available,1,1,74,1,75,2,76,1,64,67
WI,527215,NORTHLAND HOME HEALTH,328 NORTH MAIN ST,WESTFIELD,53964,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,82.4,93.4,100,100,78,86.1,92.6,67.4,81.5,71.5,67.1,59.7,88.3,40.1,16,10.6,Same As Expected,Same As Expected,3,4,87,5,95,1,72,2,69,84
WI,527218,MINISTRY HOME CARE HOME HEALTH RHINELANDER,1864 N STEVENS ST,RHINELANDER,54501,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,86.6,100,100,99.7,89.3,93.6,100,73.5,69.4,74.9,77.2,74.7,92.8,64.8,18.1,12.8,Worse Than Expected,Worse Than Expected,4,5,91,5,88,4,87,3,85,81
WI,527219,NORTHLAND LUTHERAN HHS,925 PINE BEACH RD,MARINETTE,54143,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,3,96.8,92.5,98.4,100,73.2,87.7,97.1,56.7,63.2,64.4,58.2,48.9,86.6,55.9,13.2,15.5,Same As Expected,Same As Expected,4,4,88,4,87,4,87,3,86,82
WI,527220,UNIVERSITY HSPTL HOME HEALTH AGENCY,2030 PINEHURST DR,MIDDLETON,53562,Government - State/ County,Yes,Yes,Yes,Yes,Yes,Yes,3,93.6,97.6,99.7,99.4,81.8,95.7,97.4,64.2,61.1,65.9,62.4,64.6,87.4,54.9,19.1,11.2,Worse Than Expected,Same As Expected,4,4,89,5,90,4,88,3,85,86
WI,527225,BAY AREA HEALTH,1601 BEASER AVE,ASHLAND,54806,Proprietary,Yes,Yes,Yes,Yes,No,Yes,2.5,81.9,95.7,99.7,99.1,37.5,91.6,93.1,54.3,51.8,66.1,60.5,76.1,83.1,54.8,13.9,20.3,Same As Expected,Same As Expected,4,5,91,4,84,4,87,3,87,82
WI,527227,VERNON MEMORIAL HOSPITAL HHC,705 ARENA DRIVE,VIROQUA,54665,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,73.5,94.8,99.1,100,88.5,33.8,97.4,79.1,75.2,68.6,65.9,69.1,,67.8,10.7,15.5,Not Available,Not Available,5,5,97,5,91,3,83,5,96,86
WI,527233,HEARTLAND HOME CARE LLC,1145 WEST MAIN ST  STE 205,DE PERE,54115,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,98.2,99.3,100,99.8,78.8,89.7,99.3,63.1,59.1,63.6,63.4,61.8,87.1,45.8,9.7,16.6,Better Than Expected,Same As Expected,3,4,89,4,86,2,79,3,85,79
WI,527234,INTERIM HEALTHCARE OF NE WI,2551 CONTINENTAL COURT  SUITE 2,GREEN BAY,54311,Proprietary,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527235,PREFERRED HOME HEALTH SERVICES,9800 WEST BLUEMOUND RD,WAUWATOSA,53226,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,82.2,93.4,100,98.1,32.9,48.4,100,,,65.1,,,,24.1,,,Not Available,Not Available,Not Available,Not Available,80,Not Available,81,Not Available,66,Not Available,87,57
WI,527237,INTERIM HLTHCARE WAUSAU,2402 GRAND AVE,WAUSAU,54403,Proprietary,Yes,Yes,Yes,Yes,No,Yes,4.5,98.7,98.7,100,90.7,85.5,90.5,100,79.5,70,79.6,62.8,84.4,,55.2,9.8,19.6,Not Available,Not Available,5,5,97,5,94,4,90,5,92,87
WI,527238,HEARTLAND HOME HEALTH CARE AND HOSPICE,1233 NORTH MAYFAIR RD  SUITE 100,MILWAUKEE,53226,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,65.3,97.8,99.9,98.6,81.9,87.7,99.3,63.1,61.5,60.7,63,56.2,91.8,40.3,16.4,14.6,Same As Expected,Worse Than Expected,2,3,85,3,82,2,77,1,72,67
WI,527240,PROFESSIONAL HOME CARE SERVICES,10827 WEST LINCOLN AVE,WEST ALLIS,53227,Proprietary,Yes,Yes,Yes,Yes,No,Yes,,95,97.3,100,100,73.1,94.6,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527245,INDEPENDENT HEALTH CARE,2970 CHAPEL VALLEY RD  STE 203,MADISON,53711,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,82.1,89.5,100,95.4,90.1,93.3,90.2,66.6,54.9,69.6,73.7,74.6,,47.8,7.4,7.5,Same As Expected,Same As Expected,Not Available,Not Available,88,Not Available,87,Not Available,73,Not Available,81,84
WI,527247,INDIANHEAD HOME HEALTH CARE,1000 WEST COLLEGE AVE,LADYSMITH,54848,Non - Profit Private,Yes,No,No,No,No,Yes,,47.6,74.6,89.3,81.7,88.5,81.5,71.4,,,,33.7,,,17.7,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527248,ANS HOME HEALTH SERVICE,1551 SOUTH 108TH ST,WEST ALLIS,53214,Proprietary,Yes,Yes,Yes,No,Yes,Yes,1.5,82.2,87.2,98.3,95.4,22.5,36.8,95.9,49.4,42.3,50.7,58.1,53.5,,33.6,17.1,21.8,Not Available,Not Available,1,2,83,1,74,1,72,1,74,70
WI,527249,SAI HOME HEALTH CARE,5200 WASHINGTON AVE  STE 227,RACINE,53406,Non - Profit Private,Yes,No,No,No,No,Yes,,91.7,93.3,100,100,78.4,77.2,100,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,86,Not Available,91,Not Available,84,Not Available,91,86
WI,527252,HEARTS OF GOLD,38 5TH AVE,SHELL LAKE,54871,Proprietary,Yes,Yes,No,No,No,Yes,3,92.5,98.3,100,98.3,76.6,93.7,97.4,62.6,62.4,74.8,72.8,55.5,91.8,50,15.9,13.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527255,YOUR NURSE HHC,5818 W BLUEMOUND ROAD,MILWAUKEE,53213,Proprietary,Yes,No,No,No,No,Yes,,100,100,,100,11.1,2.7,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527256,MIDAMERICA HEALTHCARE CORP OF WI,811 NORTH HAWLEY RD,MILWAUKEE,53213,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,77.8,88.9,100,92.6,,45.8,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527257,AFFILIATED HOME HEALTH CARE,1126 S 70TH ST  SUITE N104,WEST ALLIS,53214,Proprietary,Yes,No,No,No,No,Yes,2.5,68.9,87.8,82.2,82.2,17.2,54.1,88.1,68.2,79.9,71.6,59.7,62.7,,32.6,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527258,HOMEWARD BOUND HOME HEALTH,130 W ELM ST,LANCASTER,53813,Proprietary,Yes,Yes,Yes,Yes,No,Yes,2,81,94.5,100,100,61.3,82.4,98.2,43.5,44.4,54.2,58.4,62.1,,37.8,,,Not Available,Not Available,3,4,87,4,86,3,84,2,77,76
WI,527261,AURORA COMMUNITY HEALTH,406 TECHNOLOGY DR E   NO B,MENOMONIE,54751,Proprietary,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527262,INDIANHEAD MEDICAL CTR HHA,113 4TH AVE,SHELL LAKE,54871,Proprietary,Yes,Yes,Yes,Yes,No,Yes,2,71.9,91.2,98.1,100,58.3,62.3,96,,,,64.7,,,,28.4,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527263,DIVINE SAVIOR HOME CARE,2805 HUNTERS TRAIL,PORTAGE,53901,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,2,74.3,97.7,100,99.3,82,85.4,100,59.6,47.8,61.2,53,58,75.1,47.5,23.9,12.1,Same As Expected,Worse Than Expected,3,4,88,3,83,2,81,3,86,78
WI,527266,CATALYST INC,222 N MIDVALE BLVD  SUITE 27,MADISON,53705,Proprietary,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527268,STOUGHTON HOSPITAL HOME HEALTH,900 RIDGE ST,STOUGHTON,53589,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,4,98,99.8,99.7,100,84.4,92.5,100,70.1,66.9,71.2,72,62.8,89.6,54.4,14.9,14.8,Same As Expected,Worse Than Expected,5,5,90,5,90,5,91,3,87,89
WI,527272,ALMOST FAMILY,3900 HALL AVE  SUITE A,MARINETTE,54143,Proprietary,Yes,No,No,No,No,Yes,,90,82.1,86.7,100,50,75.9,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527273,"RECOVER HEALTH OF WISCONSIN, INC",17100 W BLUEMOUND RD  SUITE 200,BROOKFIELD,53005,Proprietary,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527275,WOODLAND VILLAGE HOME HEALTH,425 MANOR DRIVE,SURING,54174,Proprietary,Yes,Yes,Yes,Yes,No,Yes,3.5,95.1,91.4,99.6,99.6,81.8,87.3,90.6,69.5,67.8,77.3,76.5,78.6,95.1,52.3,15.2,11.4,Same As Expected,Same As Expected,4,4,86,5,89,2,80,3,77,74
WI,527279,QUALITY ASSURANCE HOME HEALTH SERVICES,5678 W BROWN DEER RD  STE 200,MILWAUKEE,53223,Proprietary,Yes,No,Yes,No,No,Yes,,76.3,91.9,100,97.4,70.8,97.3,85.7,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,96,Not Available,83,Not Available,89,Not Available,72,72
WI,527280,LS PROFESSIONAL COMFORT HOMES,14665 W LISBON RD  STE 1B,BROOKFIELD,53005,Proprietary,Yes,Yes,Yes,No,No,Yes,1.5,69.2,97.5,100,95.1,47.6,35,97,32,31.9,31.4,55.4,44,,27.7,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
WI,527281,ALMOST FAMILY,1425 B STATE HIGHWAY 16,LA CROSSE,54601,Proprietary,Yes,Yes,Yes,No,No,Yes,2,79.3,62.9,97.7,97.1,61.5,86.3,67,49.6,57.9,63.4,64.6,51,,43.3,8.6,12.9,Not Available,Not Available,2,2,80,2,75,1,70,1,65,52
WI,527282,WISCONSIN HOME HEALTH,2775 S MOORLAND RD  SUITE 203,NEW BERLIN,53151,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96.7,96.3,100,98.9,85,83.7,95.1,67.8,64.7,69.4,76.4,75.6,,47.2,14.9,11.3,Not Available,Not Available,4,5,93,3,83,4,88,3,85,84
WI,527283,REGAL HOME HEALTH SERVICES,5423 NORTH 118TH COURT,MILWAUKEE,53225,Proprietary,Yes,Yes,Yes,Yes,No,Yes,,,100,,95,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,78,Not Available,87,Not Available,90,Not Available,92,91
